DISTRICT,DISTNAME,DPETALLC,DPETSPEC,DPETBILC,DPETGIFC,DPETSPEP,DPETBILP,DPETGIFP,DPETVOCC,DPETVHSC,DPETVOCP,DPETVHSP,DPNTALLC
"001902","CAYUGA ISD",575,79,5,21,13.7,0.9,3.7,190,170,33,89.9,577
"001903","ELKHART ISD",1187,166,39,61,14,3.3,5.1,439,248,37,81.3,1187
"001904","FRANKSTON ISD",811,144,22,57,17.8,2.7,7,270,217,33.3,83.8,811
"001906","NECHES ISD",337,56,7,32,16.6,2.1,9.5,134,85,39.8,93.4,337
"001907","PALESTINE ISD",3182,522,550,86,16.4,17.3,2.7,1134,896,35.6,89.4,3186
"001908","WESTWOOD ISD",1387,267,84,80,19.3,6.1,5.8,552,377,39.8,93.1,1387
"001909","SLOCUM ISD",323,66,7,12,20.4,2.2,3.7,126,78,39,90.7,323
"002901","ANDREWS ISD",4201,620,813,289,14.8,19.4,6.9,1090,1087,25.9,88.3,4209
"003801","PINEYWOODS COMMUNITY ACADEMY",1061,165,70,101,15.6,6.6,9.5,269,268,25.4,92.7,1061
"003902","HUDSON ISD",2774,518,212,202,18.7,7.6,7.3,375,149,13.5,18.8,2777
"003903","LUFKIN ISD",6850,1121,1728,826,16.4,25.2,12.1,2150,1704,31.4,81.8,6865
"003904","HUNTINGTON ISD",1560,353,18,88,22.6,1.2,5.6,442,439,28.3,88.3,1564
"003905","DIBOLL ISD",1575,245,183,73,15.6,11.6,4.6,585,455,37.1,93.2,1582
"003906","ZAVALLA ISD",303,74,0,7,24.4,0,2.3,66,66,21.8,79.5,303
"003907","CENTRAL ISD",1493,329,73,82,22,4.9,5.5,361,357,24.2,86.4,1497
"004901","ROCKPORT-FULTON ISD",2913,468,185,148,16.1,6.4,5.1,918,710,31.5,77.3,2913
"005901","ARCHER CITY ISD",483,81,6,38,16.8,1.2,7.9,193,127,40,90.7,484
"005902","HOLLIDAY ISD",1116,172,16,83,15.4,1.4,7.4,315,314,28.2,86,1120
"005904","WINDTHORST ISD",505,53,49,39,10.5,9.7,7.7,167,131,33.1,92.3,506
"006902","CLAUDE ISD",297,37,2,25,12.5,0.7,8.4,76,76,25.6,92.7,297
"007901","CHARLOTTE ISD",422,82,38,6,19.4,9,1.4,132,123,31.3,89.8,424
"007902","JOURDANTON ISD",1548,316,54,68,20.4,3.5,4.4,561,441,36.2,89.8,1554
"007904","LYTLE ISD",1820,270,300,84,14.8,16.5,4.6,592,441,32.5,83.7,1825
"007905","PLEASANTON ISD",3392,601,209,172,17.7,6.2,5.1,1092,809,32.2,81.6,3406
"007906","POTEET ISD",1836,358,225,113,19.5,12.3,6.2,473,390,25.8,80.7,1837
"008901","BELLVILLE ISD",2306,340,258,235,14.7,11.2,10.2,626,624,27.1,79.5,2315
"008902","SEALY ISD",3091,591,732,168,19.1,23.7,5.4,960,772,31.1,77.2,3109
"008903","BRAZOS ISD",866,154,151,34,17.8,17.4,3.9,296,295,34.2,93.1,866
"009901","MULESHOE ISD",1328,203,458,34,15.3,34.5,2.6,385,295,29,86.5,1330
"010901","MEDINA ISD",243,44,3,16,18.1,1.2,6.6,77,63,31.7,91.3,243
"010902","BANDERA ISD",2210,442,147,117,20,6.7,5.3,604,434,27.3,65.5,2218
"011901","BASTROP ISD",13281,1931,6003,1056,14.5,45.2,8,4463,2965,33.6,70.1,13370
"011902","ELGIN ISD",5941,861,3032,596,14.5,51,10,1484,1427,25,78.9,5959
"011904","SMITHVILLE ISD",1842,347,204,115,18.8,11.1,6.2,412,406,22.4,74.8,1849
"011905","MCDADE ISD",375,70,109,21,18.7,29.1,5.6,100,87,26.7,78.4,377
"012901","SEYMOUR ISD",593,131,8,34,22.1,1.3,5.7,141,141,23.8,89.8,594
"013801","ST MARY'S ACADEMY CHARTER SCHOOL",282,37,11,21,13.1,3.9,7.4,0,0,0,0,282
"013901","BEEVILLE ISD",3012,514,77,147,17.1,2.6,4.9,898,878,29.8,90.6,3033
"013902","PAWNEE ISD",630,52,52,9,8.3,8.3,1.4,28,20,4.4,90.9,630
"013903","PETTUS ISD",377,55,6,13,14.6,1.6,3.4,159,101,42.2,86.3,377
"013905","SKIDMORE-TYNAN ISD",774,130,21,77,16.8,2.7,9.9,305,223,39.4,96.5,775
"014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)",1602,233,212,0,14.5,13.2,0,864,864,53.9,53.9,1607
"014803","PRIORITY CHARTER SCHOOLS",504,87,23,22,17.3,4.6,4.4,75,73,14.9,73.7,504
"014804","ORENDA CHARTER SCHOOL",1984,289,168,0,14.6,8.5,0,461,383,23.2,66.3,1984
"014901","ACADEMY ISD",1820,304,108,183,16.7,5.9,10.1,583,470,32,86.1,1832
"014902","BARTLETT ISD",391,52,107,18,13.3,27.4,4.6,143,113,36.6,89,393
"014903","BELTON ISD",13654,2682,1155,1387,19.6,8.5,10.2,3790,3439,27.8,78.6,13697
"014905","HOLLAND ISD",646,96,29,60,14.9,4.5,9.3,202,157,31.3,85.8,646
"014906","KILLEEN ISD",42854,8751,5044,1456,20.4,11.8,3.4,7338,7072,17.1,61.2,42883
"014907","ROGERS ISD",891,163,81,65,18.3,9.1,7.3,236,211,26.5,77.9,893
"014908","SALADO ISD",2421,306,146,183,12.6,6,7.6,603,603,24.9,78.5,2429
"014909","TEMPLE ISD",8712,1803,1332,742,20.7,15.3,8.5,2154,1938,24.7,81.1,8764
"014910","TROY ISD",1728,344,92,74,19.9,5.3,4.3,346,343,20,68.5,1732
"015801","POR VIDA ACADEMY",175,34,2,0,19.4,1.1,0,139,139,79.4,79.4,175
"015802","GEORGE GERVIN ACADEMY",865,80,179,5,9.2,20.7,0.6,116,92,13.4,78.6,865
"015805","NEW FRONTIERS PUBLIC SCHOOLS INC",303,19,34,0,6.3,11.2,0,12,12,4,7.1,303
"015806","LEGACY TRADITIONAL SCHOOLS - TEXAS",2186,196,195,90,9,8.9,4.1,38,33,1.7,53.2,2186
"015807","SOUTHWEST PREPARATORY SCHOOL",839,152,96,37,18.1,11.4,4.4,264,166,31.5,78.3,839
"015808","INSPIRE ACADEMIES",805,185,38,0,23,4.7,0,297,196,36.9,66.2,805
"015809","BEXAR COUNTY ACADEMY",153,22,34,0,14.4,22.2,0,0,0,0,0,153
"015814","POSITIVE SOLUTIONS CHARTER SCHOOL",93,30,6,0,32.3,6.5,0,7,7,7.5,7.5,93
"015815","HERITAGE ACADEMY",589,73,375,1,12.4,63.7,0.2,221,152,37.5,79.6,589
"015822","JUBILEE ACADEMIES",5140,595,1573,333,11.6,30.6,6.5,1407,703,27.4,88.4,5140
"015825","LIGHTHOUSE PUBLIC SCHOOLS",462,90,142,6,19.5,30.7,1.3,51,44,11,50,462
"015827","SCHOOL OF SCIENCE AND TECHNOLOGY",5602,717,1049,625,12.8,18.7,11.2,1271,575,22.7,91,5602
"015828","HARMONY PUBLIC SCHOOLS - SOUTH TEXAS",4803,561,2100,425,11.7,43.7,8.8,1236,1129,25.7,89,4807
"015830","SOMERSET ACADEMIES OF TEXAS",2604,419,298,347,16.1,11.4,13.3,545,542,20.9,80.4,2604
"015831","SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY",6084,898,998,666,14.8,16.4,10.9,1283,463,21.1,89.9,6084
"015833","HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN",61,19,1,0,31.1,1.6,0,26,26,42.6,42.6,61
"015834","BASIS TEXAS",7092,313,1024,0,4.4,14.4,0,201,77,2.8,18,7092
"015835","GREAT HEARTS TEXAS",12926,1593,1324,0,12.3,10.2,0,210,194,1.6,11.3,12926
"015836","ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY",486,47,47,0,9.7,9.7,0,0,0,0,0,486
"015838","COMPASS ROSE PUBLIC SCHOOLS",3975,606,919,0,15.2,23.1,0,535,324,13.5,59.6,3976
"015839","PROMESA ACADEMY CHARTER SCHOOL",248,59,18,9,23.8,7.3,3.6,0,0,0,0,248
"015840","SAN ANTONIO STEAM ACADEMY",139,16,0,0,11.5,0,0,17,16,12.2,20.5,139
"015841","THE GATHERING PLACE",555,166,11,0,29.9,2,0,0,0,0,0,555
"015842","ROYAL PUBLIC SCHOOLS",469,77,75,3,16.4,16,0.6,10,8,2.1,66.7,469
"015843","PRELUDE PREPARATORY CHARTER SCHOOL",162,33,20,0,20.4,12.3,0,0,0,0,0,162
"015844","ESSENCE PREPARATORY CHARTER SCHOOL",365,35,5,0,9.6,1.4,0,11,0,3,0,365
"015845","CELEBRATE DYSLEXIA SCHOOLS",61,32,1,0,52.5,1.6,0,0,0,0,0,61
"015901","ALAMO HEIGHTS ISD",4735,674,724,891,14.2,15.3,18.8,918,898,19.4,57.3,4749
"015904","HARLANDALE ISD",11531,1653,2739,745,14.3,23.8,6.5,2578,2227,22.4,59.8,11546
"015905","EDGEWOOD ISD",7838,1221,1806,330,15.6,23,4.2,1653,1481,21.1,62.8,7849
"015906","RANDOLPH FIELD ISD",1426,131,10,139,9.2,0.7,9.7,322,322,22.6,69.4,1427
"015907","SAN ANTONIO ISD",44011,7950,12584,3339,18.1,28.6,7.6,10622,9570,24.1,72.9,44047
"015908","SOUTH SAN ANTONIO ISD",7467,1259,1763,479,16.9,23.6,6.4,1638,1578,21.9,70.7,7468
"015909","SOMERSET ISD",4236,673,909,251,15.9,21.5,5.9,1102,1092,26,84.1,4259
"015910","NORTH EAST ISD",56155,9590,13010,5367,17.1,23.2,9.6,13288,9830,23.7,52,56420
"015911","EAST CENTRAL ISD",11484,1941,1783,878,16.9,15.5,7.6,3591,2814,31.3,78.6,11497
"015912","SOUTHWEST ISD",14811,2866,2724,1627,19.4,18.4,11,3505,3283,23.7,68.7,14833
"015913","LACKLAND ISD",1010,148,25,95,14.7,2.5,9.4,205,147,20.3,81.2,1010
"015914","FT SAM HOUSTON ISD",1614,280,42,103,17.3,2.6,6.4,326,306,20.2,69.2,1617
"015915","NORTHSIDE ISD",99729,17119,13264,8552,17.2,13.3,8.6,23178,20443,23.2,62.6,100208
"015916","JUDSON ISD",23505,4672,3226,1732,19.9,13.7,7.4,5250,4237,22.3,59.9,23539
"015917","SOUTHSIDE ISD",6086,1172,1588,485,19.3,26.1,8,1420,1332,23.3,74.5,6091
"016901","JOHNSON CITY ISD",704,122,58,27,17.3,8.2,3.8,223,192,31.7,75.3,707
"016902","BLANCO ISD",1098,190,113,75,17.3,10.3,6.8,336,335,30.6,92,1102
"017901","BORDEN COUNTY ISD",249,29,1,23,11.6,0.4,9.2,92,69,36.9,92,249
"018901","CLIFTON ISD",1000,207,99,49,20.7,9.9,4.9,306,269,30.6,86.5,1001
"018902","MERIDIAN ISD",380,77,21,40,20.3,5.5,10.5,132,109,34.7,84.5,382
"018903","MORGAN ISD",136,30,27,3,22.1,19.9,2.2,47,30,34.6,85.7,137
"018904","VALLEY MILLS ISD",669,139,64,36,20.8,9.6,5.4,177,177,26.5,85.9,669
"018905","WALNUT SPRINGS ISD",165,25,47,2,15.2,28.5,1.2,45,45,27.3,91.8,165
"018906","IREDELL ISD",144,30,0,7,20.8,0,4.9,52,37,36.1,86,144
"018907","KOPPERL ISD",191,43,4,9,22.5,2.1,4.7,58,47,30.4,88.7,191
"018908","CRANFILLS GAP ISD",116,20,5,4,17.2,4.3,3.4,57,48,49.1,100,116
"019901","DEKALB ISD",898,125,46,70,13.9,5.1,7.8,255,253,28.4,91.3,898
"019902","HOOKS ISD",912,138,28,65,15.1,3.1,7.1,362,262,39.7,78.4,914
"019903","MAUD ISD",448,73,1,37,16.3,0.2,8.3,163,121,36.4,91.7,450
"019905","NEW BOSTON ISD",1107,216,29,82,19.5,2.6,7.4,277,274,25,84.8,1108
"019906","REDWATER ISD",1100,161,10,104,14.6,0.9,9.5,316,314,28.7,88,1103
"019907","TEXARKANA ISD",7264,986,920,345,13.6,12.7,4.7,1998,1832,27.5,86.2,7269
"019908","LIBERTY-EYLAU ISD",1936,330,85,85,17,4.4,4.4,503,434,26,80.1,1937
"019909","SIMMS ISD",480,65,6,20,13.5,1.3,4.2,139,139,29,90.8,480
"019910","MALTA ISD",223,24,0,16,10.8,0,7.2,0,0,0,0,223
"019911","RED LICK ISD",504,55,6,74,10.9,1.2,14.7,4,0,0.8,0,504
"019912","PLEASANT GROVE ISD",2365,240,116,204,10.1,4.9,8.6,869,660,36.7,80.5,2366
"019913","HUBBARD ISD",64,4,11,4,6.3,17.2,6.3,0,0,0,0,64
"019914","LEARY ISD",119,15,0,1,12.6,0,0.8,0,0,0,0,119
"020901","ALVIN ISD",29936,4532,5008,3181,15.1,16.7,10.6,8050,6923,26.9,72.5,30038
"020902","ANGLETON ISD",7053,1265,1421,601,17.9,20.1,8.5,2496,2028,35.4,90.2,7105
"020904","DANBURY ISD",671,122,43,40,18.2,6.4,6,249,199,37.1,90.9,674
"020905","BRAZOSPORT ISD",11143,2041,1489,1362,18.3,13.4,12.2,3274,2749,29.4,79.5,11169
"020906","SWEENY ISD",1915,287,83,91,15,4.3,4.8,743,545,38.8,91.9,1919
"020907","COLUMBIA-BRAZORIA ISD",2861,530,228,202,18.5,8,7.1,1020,752,35.7,84.7,2871
"020908","PEARLAND ISD",20794,2775,2951,2511,13.3,14.2,12.1,5022,4694,24.2,65.2,20862
"020910","DAMON ISD",105,27,23,1,25.7,21.9,1,0,0,0,0,107
"021803","BRAZOS SCHOOL FOR INQUIRY & CREATIVITY",300,40,123,0,13.3,41,0,0,0,0,0,300
"021805","ARROW ACADEMY",454,60,42,5,13.2,9.3,1.1,0,0,0,0,454
"021901","COLLEGE STATION ISD",14268,2427,2014,1644,17,14.1,11.5,4510,2715,31.6,60.2,14314
"021902","BRYAN ISD",15998,3023,4981,1122,18.9,31.1,7,4524,3615,28.3,74.6,16044
"022004","TERLINGUA CSD",121,9,73,11,7.4,60.3,9.1,23,23,19,62.2,121
"022901","ALPINE ISD",903,132,67,54,14.6,7.4,6,346,241,38.3,84.3,905
"022902","MARATHON ISD",58,13,0,5,22.4,0,8.6,20,13,34.5,65,58
"022903","SAN VICENTE ISD",9,1,0,0,11.1,0,0,0,0,0,0,9
"023902","SILVERTON ISD",201,19,8,22,9.5,4,10.9,52,52,25.9,91.2,204
"024901","BROOKS COUNTY ISD",1179,228,24,36,19.3,2,3.1,394,296,33.4,80.2,1180
"025901","BANGS ISD",792,101,25,30,12.8,3.2,3.8,222,205,28,90.7,793
"025902","BROWNWOOD ISD",3388,603,149,282,17.8,4.4,8.3,899,807,26.5,85,3393
"025904","BLANKET ISD",165,41,2,5,24.8,1.2,3,63,51,38.2,92.7,166
"025905","MAY ISD",243,44,17,18,18.1,7,7.4,87,78,35.8,92.9,243
"025906","ZEPHYR ISD",220,38,1,19,17.3,0.5,8.6,60,60,27.3,96.8,220
"025908","BROOKESMITH ISD",227,69,3,0,30.4,1.3,0,48,45,21.1,35.7,227
"025909","EARLY ISD",1063,154,34,55,14.5,3.2,5.2,372,300,35,82.4,1067
"026901","CALDWELL ISD",1920,274,298,101,14.3,15.5,5.3,574,487,29.9,85.6,1952
"026902","SOMERVILLE ISD",561,87,62,14,15.5,11.1,2.5,176,144,31.4,86.2,567
"026903","SNOOK ISD",607,86,112,33,14.2,18.5,5.4,171,159,28.2,85.5,609
"027903","BURNET CISD",3206,585,387,172,18.2,12.1,5.4,808,803,25.2,81.9,3209
"027904","MARBLE FALLS ISD",3990,815,1045,346,20.4,26.2,8.7,1184,925,29.7,78.9,4001
"028902","LOCKHART ISD",6732,1038,2588,391,15.4,38.4,5.8,2066,1668,30.7,80.9,6753
"028903","LULING ISD",1434,230,217,87,16,15.1,6.1,345,342,24.1,85.5,1443
"028906","PRAIRIE LEA ISD",266,43,63,5,16.2,23.7,1.9,4,4,1.5,5.6,267
"029901","CALHOUN COUNTY ISD",3502,515,453,191,14.7,12.9,5.5,921,816,26.3,80.9,3514
"030901","CROSS PLAINS ISD",365,54,9,18,14.8,2.5,4.9,122,101,33.4,91,365
"030902","CLYDE CISD",1387,256,3,69,18.5,0.2,5,426,378,30.7,85.1,1392
"030903","BAIRD ISD",348,66,1,23,19,0.3,6.6,103,72,29.6,92.3,348
"030906","EULA ISD",502,106,4,31,21.1,0.8,6.2,135,107,26.9,92.2,503
"031901","BROWNSVILLE ISD",36118,6665,14072,3676,18.5,39,10.2,6160,5524,17.1,47.5,36140
"031903","HARLINGEN CISD",16468,2425,2829,1326,14.7,17.2,8.1,4630,4488,28.1,85.7,16471
"031905","LA FERIA ISD",2839,445,399,175,15.7,14.1,6.2,1071,820,37.7,91,2842
"031906","LOS FRESNOS CISD",10330,2032,2714,740,19.7,26.3,7.2,4487,2870,43.4,87.3,10357
"031909","POINT ISABEL ISD",1783,227,737,118,12.7,41.3,6.6,667,548,37.4,93.4,1786
"031911","RIO HONDO ISD",1437,261,163,110,18.2,11.3,7.7,514,416,35.8,87.4,1437
"031912","SAN BENITO CISD",9066,1434,2535,464,15.8,28,5.1,3074,2202,33.9,79.4,9073
"031913","SANTA MARIA ISD",512,68,201,50,13.3,39.3,9.8,186,140,36.3,84.8,512
"031914","SANTA ROSA ISD",874,137,153,41,15.7,17.5,4.7,310,253,35.5,86.9,874
"031916","SOUTH TEXAS ISD",4639,349,656,757,7.5,14.1,16.3,3863,2837,83.3,95.8,4639
"032902","PITTSBURG ISD",2242,384,482,126,17.1,21.5,5.6,689,605,30.7,90.2,2245
"033901","GROOM ISD",130,27,1,1,20.8,0.8,0.8,42,30,32.3,76.9,130
"033902","PANHANDLE ISD",620,108,17,46,17.4,2.7,7.4,191,174,30.8,86.6,620
"033904","WHITE DEER ISD",321,50,10,25,15.6,3.1,7.8,98,81,30.5,94.2,322
"034901","ATLANTA ISD",1929,360,69,191,18.7,3.6,9.9,736,475,38.2,93,1929
"034902","AVINGER ISD",112,22,2,6,19.6,1.8,5.4,46,38,41.1,90.5,112
"034903","HUGHES SPRINGS ISD",1090,199,43,98,18.3,3.9,9,363,299,33.3,91.4,1090
"034905","LINDEN-KILDARE CISD",616,123,44,34,20,7.1,5.5,145,144,23.5,77.4,617
"034906","MCLEOD ISD",422,76,0,50,18,0,11.8,130,95,30.8,81.9,424
"034907","QUEEN CITY ISD",867,183,0,57,21.1,0,6.6,273,242,31.5,93.4,867
"034909","BLOOMBURG ISD",229,33,5,5,14.4,2.2,2.2,88,68,38.4,87.2,229
"035901","DIMMITT ISD",1075,142,263,60,13.2,24.5,5.6,355,303,33,93.5,1077
"035902","HART ISD",206,36,89,1,17.5,43.2,0.5,57,57,27.7,93.4,206
"035903","NAZARETH ISD",243,27,0,13,11.1,0,5.3,64,64,26.3,91.4,243
"036901","ANAHUAC ISD",1548,288,124,87,18.6,8,5.6,489,400,31.6,84,1552
"036902","BARBERS HILL ISD",7848,1055,434,402,13.4,5.5,5.1,1912,1603,24.4,71.4,7875
"036903","EAST CHAMBERS ISD",1561,221,409,114,14.2,26.2,7.3,547,391,35,87.5,1562
"037901","ALTO ISD",502,92,92,35,18.3,18.3,7,203,141,40.4,96.6,505
"037904","JACKSONVILLE ISD",4695,830,1901,535,17.7,40.5,11.4,1748,1141,37.2,88.9,4700
"037907","RUSK ISD",2053,313,135,103,15.2,6.6,5,670,526,32.6,84.8,2057
"037908","NEW SUMMERFIELD ISD",526,67,225,23,12.7,42.8,4.4,221,149,42,94.9,526
"037909","WELLS ISD",239,50,8,15,20.9,3.3,6.3,90,77,37.7,93.9,239
"038901","CHILDRESS ISD",977,173,37,52,17.7,3.8,5.3,343,271,35.1,85.5,978
"039902","HENRIETTA ISD",883,190,10,65,21.5,1.1,7.4,256,256,29,95.5,886
"039903","PETROLIA CISD",509,101,2,28,19.8,0.4,5.5,190,141,37.3,91.6,510
"039904","BELLEVUE ISD",231,34,2,8,14.7,0.9,3.5,55,48,23.8,88.9,234
"039905","MIDWAY ISD",137,25,4,6,18.2,2.9,4.4,49,41,35.8,95.3,137
"040901","MORTON ISD",368,66,97,20,17.9,26.4,5.4,104,104,28.3,86.7,368
"040902","WHITEFACE CISD",297,56,32,15,18.9,10.8,5.1,102,82,34.3,83.7,298
"041901","BRONTE ISD",232,54,5,27,23.3,2.2,11.6,72,52,31,78.8,232
"041902","ROBERT LEE ISD",269,65,18,11,24.2,6.7,4.1,119,76,44.2,93.8,269
"042901","COLEMAN ISD",794,148,13,21,18.6,1.6,2.6,244,185,30.7,80.8,796
"042903","SANTA ANNA ISD",259,37,0,13,14.3,0,5,89,66,34.4,94.3,259
"042905","PANTHER CREEK CISD",163,47,2,16,28.8,1.2,9.8,62,44,38,88,163
"043801","IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS",1445,111,250,0,7.7,17.3,0,1,1,0.1,0.4,1445
"043802","IMAGINE LONE STAR INTERNATIONAL ACADEMY",270,18,120,0,6.7,44.4,0,0,0,0,0,270
"043901","ALLEN ISD",20794,3307,2824,3197,15.9,13.6,15.4,6309,4287,30.3,62.3,20838
"043902","ANNA ISD",6016,1097,762,337,18.2,12.7,5.6,2047,1378,34,83.5,6038
"043903","CELINA ISD",5313,822,898,390,15.5,16.9,7.3,1086,1081,20.4,81.8,5324
"043904","FARMERSVILLE ISD",2392,389,397,127,16.3,16.6,5.3,971,630,40.6,82.4,2397
"043905","FRISCO ISD",65151,7958,8031,8981,12.2,12.3,13.8,17195,17114,26.4,75.6,65289
"043907","MCKINNEY ISD",23118,4083,3731,3065,17.7,16.1,13.3,5291,4407,22.9,57.7,23296
"043908","MELISSA ISD",7707,1319,1017,479,17.1,13.2,6.2,2423,1628,31.4,82.2,7735
"043910","PLANO ISD",46432,7399,12136,7695,15.9,26.1,16.6,13476,10060,29,66.5,46612
"043911","PRINCETON ISD",9940,1560,2223,549,15.7,22.4,5.5,2420,1735,24.3,65.5,9956
"043912","PROSPER ISD",31577,4281,4338,3873,13.6,13.7,12.3,8642,6590,27.4,77.9,31651
"043914","WYLIE ISD",19334,3187,3309,2268,16.5,17.1,11.7,4833,4824,25,80.3,19401
"043917","BLUE RIDGE ISD",1045,177,106,66,16.9,10.1,6.3,411,256,39.3,85.9,1048
"043918","COMMUNITY ISD",5255,837,1281,294,15.9,24.4,5.6,1379,1012,26.2,76.2,5271
"043919","LOVEJOY ISD",4011,411,93,793,10.2,2.3,19.8,1139,1040,28.4,65.8,4019
"044902","WELLINGTON ISD",534,81,36,13,15.2,6.7,2.4,240,150,44.9,89.3,534
"045902","COLUMBUS ISD",1625,237,279,58,14.6,17.2,3.6,585,484,36,91.3,1659
"045903","RICE CISD",1299,233,141,69,17.9,10.9,5.3,348,332,26.8,71.9,1306
"045905","WEIMAR ISD",719,121,104,50,16.8,14.5,7,290,203,40.3,94.9,732
"046802","TRINITY CHARTER SCHOOL",315,133,19,0,42.2,6,0,70,67,22.2,28,315
"046901","NEW BRAUNFELS ISD",9870,1605,1146,894,16.3,11.6,9.1,2666,2128,27,73.8,9893
"046902","COMAL ISD",29739,5501,1813,3424,18.5,6.1,11.5,8192,7047,27.5,74.3,29839
"047901","COMANCHE ISD",1373,243,162,77,17.7,11.8,5.6,435,336,31.7,89.6,1378
"047902","DE LEON ISD",639,89,41,53,13.9,6.4,8.3,221,175,34.6,96.2,654
"047903","GUSTINE ISD",135,26,39,6,19.3,28.9,4.4,43,32,31.9,84.2,136
"047905","SIDNEY ISD",106,21,0,7,19.8,0,6.6,36,31,34,100,106
"048901","EDEN CISD",221,52,16,11,23.5,7.2,5,80,62,36.2,93.9,222
"048903","PAINT ROCK ISD",298,97,20,12,32.6,6.7,4,118,94,39.6,76.4,299
"049901","GAINESVILLE ISD",3097,433,1006,134,14,32.5,4.3,716,712,23.1,81.4,3111
"049902","MUENSTER ISD",554,85,4,16,15.3,0.7,2.9,234,152,42.2,87.4,570
"049903","VALLEY VIEW ISD",847,158,209,63,18.7,24.7,7.4,199,199,23.5,77.4,851
"049905","CALLISBURG ISD",1149,243,69,49,21.1,6,4.3,487,300,42.4,90.4,1151
"049906","ERA ISD",498,97,14,52,19.5,2.8,10.4,166,131,33.3,86.2,499
"049907","LINDSAY ISD",495,92,2,35,18.6,0.4,7.1,204,123,41.2,78.3,507
"049908","WALNUT BEND ISD",73,15,0,0,20.5,0,0,0,0,0,0,73
"049909","SIVELLS BEND ISD",62,10,3,2,16.1,4.8,3.2,0,0,0,0,62
"050901","EVANT ISD",197,38,27,18,19.3,13.7,9.1,74,53,37.6,91.4,198
"050902","GATESVILLE ISD",2656,581,158,245,21.9,5.9,9.2,699,685,26.3,87.7,2668
"050904","OGLESBY ISD",236,37,11,8,15.7,4.7,3.4,76,68,32.2,93.2,237
"050909","JONESBORO ISD",336,60,0,1,17.9,0,0.3,86,86,25.6,90.5,337
"050910","COPPERAS COVE ISD",7749,1869,528,486,24.1,6.8,6.3,2652,1938,34.2,81.5,7761
"051901","PADUCAH ISD",153,50,1,7,32.7,0.7,4.6,79,55,51.6,100,156
"052901","CRANE ISD",1233,123,364,75,10,29.5,6.1,293,259,23.8,74.6,1233
"053001","CROCKETT COUNTY CONSOLIDATED CSD",618,107,81,48,17.3,13.1,7.8,196,194,31.7,90.7,621
"054901","CROSBYTON CISD",313,52,3,15,16.6,1,4.8,63,63,20.1,65.6,316
"054902","LORENZO ISD",206,48,20,7,23.3,9.7,3.4,91,69,44.2,92,207
"054903","RALLS ISD",370,46,17,6,12.4,4.6,1.6,95,94,25.7,81.7,370
"055901","CULBERSON COUNTY-ALLAMOORE ISD",381,44,23,17,11.5,6,4.5,108,108,28.3,93.1,381
"056901","DALHART ISD",1825,219,762,69,12,41.8,3.8,469,405,25.7,84.2,1846
"056902","TEXLINE ISD",223,21,46,13,9.4,20.6,5.8,58,43,26,76.8,225
"057802","PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES",348,62,72,0,17.8,20.7,0,8,4,2.3,4.2,348
"057803","UPLIFT EDUCATION",23383,2653,8010,0,11.3,34.3,0,8211,4334,35.1,80.5,23384
"057804","TEXANS CAN ACADEMIES",3437,405,1189,0,11.8,34.6,0,1760,1760,51.2,51.2,3479
"057806","ADVANTAGE ACADEMY",972,103,205,16,10.6,21.1,1.6,305,160,31.4,95.8,972
"057807","LIFE SCHOOL",5735,1012,683,276,17.6,11.9,4.8,1465,1418,25.5,88.5,5735
"057808","UNIVERSAL ACADEMY",2036,83,1080,112,4.1,53,5.5,76,73,3.7,42.2,2036
"057809","NOVA ACADEMY",77,4,18,0,5.2,23.4,0,0,0,0,0,77
"057810","ACADEMY OF DALLAS",220,21,20,0,9.5,9.1,0,0,0,0,0,220
"057813","TRINITY BASIN PREPARATORY",7007,972,2870,0,13.9,41,0,551,150,7.9,59.1,7007
"057814","ACADEMY FOR ACADEMIC EXCELLENCE",280,81,44,0,28.9,15.7,0,105,92,37.5,39.5,280
"057819","JEAN MASSIEU ACADEMY",184,19,133,0,10.3,72.3,0,33,33,17.9,91.7,185
"057827","NOVA ACADEMY SOUTHEAST",235,27,82,0,11.5,34.9,0,2,0,0.9,0,235
"057828","WINFREE ACADEMY CHARTER SCHOOLS",1093,166,309,0,15.2,28.3,0,764,764,69.9,69.9,1098
"057829","A+ ACADEMY",1678,244,908,77,14.5,54.1,4.6,489,419,29.1,82.3,1678
"057830","INSPIRED VISION ACADEMY",1135,142,647,88,12.5,57,7.8,321,280,28.3,79.3,1136
"057831","GATEWAY CHARTER ACADEMY",511,36,0,0,7,0,0,131,59,25.6,59,511
"057833","EDUCATION CENTER INTERNATIONAL ACADEMY",221,23,17,0,10.4,7.7,0,0,0,0,0,221
"057834","EVOLUTION ACADEMY CHARTER SCHOOL",629,65,115,0,10.3,18.3,0,454,454,72.2,72.2,629
"057835","GOLDEN RULE CHARTER SCHOOL",1298,108,749,5,8.3,57.7,0.4,66,0,5.1,0,1298
