DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'120905",14,11.6,121,144,12.2,1185,0,0,61,899,6.8,28,2.4,12,1,12,1,105,8.9,423,35.7,591,49.9,1,0.1,89,7.5,354,29.9,0,0,0,0,0,0,28,2.4,594,50.1,3,0.3,13,1.1,762,64.3,0,0,242,20.4,118,10,544,45.9,16,1.4,803,67.8,28,2.4,89,7.5,121,10.2
"'121902",6,11.8,51,54,15.8,341,0,0,54,316,17.1,0,0,4,1.2,8,2,58,17,209,61.3,165,48.4,0,0,0,0,12,3.5,0,0,0,0,0,0,0,0,176,51.6,1,0.3,10,2.9,132,38.7,0,0,80,23.5,40,11.7,340,99.7,13,3.8,312,91.5,0,0,0,0,40,11.7
"'121903",43,16.7,257,204,13.8,1473,4,0.3,159,1166,13.6,8,0.5,45,3.1,44,2.7,96,6.5,703,47.7,741,50.3,3,0.2,95,6.4,47,3.2,7,0.5,1,0.1,7,0.5,8,0.5,732,49.7,0,0,21,1.4,770,52.3,0,0,667,45.3,256,17.4,690,46.8,45,3.1,1325,90,8,0.5,95,6.4,260,17.6
"'121904",45,13.7,328,342,15.5,2209,13,0.6,232,1598,14.5,195,8.8,879,39.8,156,6.5,84,3.8,1841,83.3,1083,49,14,0.6,98,4.4,412,18.7,75,3.4,15,0.7,6,0.3,205,9.3,1126,51,2,0.1,31,1.4,368,16.7,3,0.1,1651,74.7,317,14.4,2209,100,100,4.5,796,36,195,8.8,98,4.4,319,14.4
"'121905",29,11.8,245,193,12.9,1499,4,0.3,111,1126,9.9,38,2.5,128,8.5,29,1.9,71,4.7,973,64.9,701,46.8,27,1.8,92,6.1,124,8.3,16,1.1,0,0,5,0.3,39,2.6,798,53.2,1,0.1,59,3.9,526,35.1,0,0,651,43.4,268,17.9,729,48.6,86,5.7,1152,76.9,38,2.5,92,6.1,271,18
"'121906",11,20.8,53,40,10.8,371,0,0,65,310,21,7,1.9,0,0,4,0.9,20,5.4,165,44.5,195,52.6,1,0.3,8,2.2,17,4.6,0,0,0,0,1,0.3,7,1.9,176,47.4,0,0,0,0,206,55.5,0,0,120,32.3,43,11.6,371,100,12,3.2,341,91.9,7,1.9,8,2.2,43,11.6
"'122901",4,16,25,4,2.2,183,0,0,14,159,8.8,28,15.3,0,0,0,0,7,3.8,108,59,98,53.6,0,0,16,8.7,116,63.4,0,0,0,0,0,0,28,15.3,85,46.4,0,0,0,0,75,41,0,0,51,27.9,23,12.6,183,100,3,1.6,64,35,28,15.3,16,8.7,23,12.6
"'122902",1,25,4,0,0,44,0,0,3,34,8.8,3,6.8,0,0,0,0,2,4.5,21,47.7,23,52.3,0,0,1,2.3,25,56.8,0,0,0,0,0,0,3,6.8,21,47.7,0,0,1,2.3,23,52.3,0,0,12,27.3,6,13.6,44,100,0,0,19,43.2,3,6.8,1,2.3,6,13.6
"'123803",4,28.6,14,6,1.8,337,2,0.6,122,301,40.5,0,0,292,86.6,0,0,2,0.6,317,94.1,167,49.6,0,0,0,0,22,6.5,0,0,0,0,1,0.3,0,0,170,50.4,0,0,1,0.3,20,5.9,0,0,87,25.8,10,3,337,100,7,2.1,13,3.9,0,0,0,0,10,3
"'123805",5,9.3,54,32,6,529,2,0.4,25,460,5.4,310,58.6,65,12.3,0,0,32,6,468,88.5,284,53.7,8,1.5,33,6.2,426,80.5,0,0,9,1.7,1,0.2,312,59,245,46.3,0,0,2,0.4,61,11.5,0,0,358,67.7,53,10,529,100,5,0.9,30,5.7,310,58.6,33,6.2,53,10
"'123807",22,17.6,125,71,3.1,2313,12,0.5,512,2045,25,1088,47,434,18.8,0,0,52,2.2,2081,90,1236,53.4,1,0,0,0,1801,77.9,13,0.6,7,0.3,6,0.3,1075,46.5,1077,46.6,56,2.4,8,0.3,232,10,1,0,1228,53.1,119,5.1,2308,99.8,32,1.4,27,1.2,1088,47,0,0,119,5.1
"'123905",114,16.5,692,532,10.6,5006,372,7.4,508,3903,13,648,12.9,398,8,122,2.3,295,5.9,2476,49.5,2415,48.2,18,0.4,327,6.5,1517,30.3,13,0.3,44,0.9,18,0.4,683,13.6,2591,51.8,10,0.2,99,2,2530,50.5,6,0.1,2046,40.9,682,13.6,2131,42.6,156,3.1,2539,50.7,648,12.9,327,6.5,695,13.8
"'123907",133,15.5,860,461,5.8,7988,191,2.4,1174,6219,18.9,2375,29.7,3223,40.3,245,2.8,276,3.5,6890,86.3,3842,48.1,9,0.1,290,3.6,4110,51.5,78,1,224,2.8,157,2,2491,31.2,4146,51.9,303,3.8,4,0.1,1098,13.7,3,0,3519,44.1,872,10.9,7767,97.2,109,1.4,195,2.4,2405,29.5,290,3.6,875,10.7
"'123908",90,14.6,618,400,7.7,5222,294,5.6,393,3597,10.9,471,9,205,3.9,93,1.7,301,5.8,2471,47.3,2559,49,5,0.1,353,6.8,1631,31.2,0,0,47,0.9,13,0.2,473,9.1,2663,51,17,0.3,0,0,2751,52.7,0,0,2185,41.8,637,12.2,1946,37.3,177,3.4,2902,55.6,471,9,353,6.7,648,12.4
"'123910",420,23.5,1785,1092,6.5,16704,460,2.8,2949,13044,22.6,2474,14.8,10011,59.9,313,1.7,670,4,13643,81.7,8266,49.5,57,0.3,1144,6.8,4576,27.4,458,2.7,335,2,40,0.2,2537,15.2,8438,50.5,12,0.1,356,2.1,3061,18.3,19,0.1,10234,61.3,1709,10.2,16518,98.9,380,2.3,1218,7.3,2476,14.8,1145,6.8,1721,10.3
"'123913",3,25,12,26,7,370,7,1.9,36,336,10.7,4,1.1,89,24.1,3,0.8,8,2.2,218,58.9,181,48.9,0,0,19,5.1,155,41.9,6,1.6,0,0,0,0,6,1.6,189,51.1,0,0,1,0.3,152,41.1,0,0,13,3.5,10,2.7,370,100,4,1.1,115,31.1,4,1.1,19,5.1,10,2.7
"'123914",30,13.4,224,166,8.1,2060,29,1.4,120,1397,8.6,134,6.5,201,9.8,16,0.8,135,6.6,920,44.7,1014,49.2,8,0.4,151,7.3,433,21,7,0.3,0,0,10,0.5,145,7,1046,50.8,0,0,59,2.9,1140,55.3,2,0.1,896,43.5,245,11.9,795,38.6,36,1.7,1349,65.5,134,6.5,151,7.3,250,12.1
"'124901",11,9.5,116,71,6.6,1069,6,0.6,55,854,6.4,58,5.4,4,0.4,53,4.7,30,2.8,919,86,500,46.8,1,0.1,121,11.3,1031,96.4,4,0.4,0,0,1,0.1,72,6.7,569,53.2,1,0.1,43,4,150,14,0,0,553,51.7,131,12.3,1069,100,3,0.3,24,2.2,58,5.4,121,11.3,134,12.5
"'125901",93,15.7,593,409,9.1,4502,16,0.4,472,3490,13.5,105,2.3,26,0.6,152,3.2,245,5.4,3741,83.1,2195,48.8,13,0.3,119,2.6,4133,91.8,111,2.5,16,0.4,0,0,120,2.7,2307,51.2,3,0.1,39,0.9,761,16.9,1,0,2611,58,645,14.3,4502,100,11,0.2,315,7,105,2.3,119,2.6,649,14.4
"'125902",14,20.9,67,28,5.7,492,0,0,51,428,11.9,19,3.9,2,0.4,3,0.6,31,6.3,403,81.9,236,48,0,0,25,5.1,438,89,0,0,0,0,0,0,19,3.9,256,52,0,0,0,0,89,18.1,0,0,223,45.3,64,13,492,100,1,0.2,51,10.4,19,3.8,25,5.1,65,13.2
"'125903",30,12.6,238,152,8.7,1746,3,0.2,147,1250,11.8,52,3,3,0.2,63,3.3,76,4.4,1105,63.3,842,48.2,2,0.1,88,5,1071,61.3,2,0.1,7,0.4,0,0,53,3,904,51.8,2,0.1,18,1,641,36.7,0,0,758,43.4,208,11.9,1746,100,16,0.9,653,37.4,52,3,88,5,217,12.4
"'125905",22,13.2,167,55,7.3,757,1,0.1,88,642,13.7,58,7.7,1,0.1,35,4.4,67,8.9,673,88.9,349,46.1,0,0,48,6.3,732,96.7,0,0,8,1.1,0,0,60,7.9,408,53.9,6,0.8,5,0.7,84,11.1,0,0,459,60.6,168,22.2,757,100,0,0,23,3,58,7.7,48,6.3,168,22.2
"'125906",1,9.1,11,0,0,102,0,0,18,87,20.7,0,0,0,0,0,0,2,2,74,72.5,50,49,0,0,0,0,96,94.1,0,0,0,0,0,0,0,0,52,51,0,0,0,0,28,27.5,0,0,18,17.6,18,17.6,102,100,0,0,6,5.9,0,0,0,0,18,17.6
"'126901",76,19.4,392,304,8.1,3744,8,0.2,349,2544,13.7,892,23.8,100,2.7,166,4.2,140,3.7,2556,68.3,1752,46.8,7,0.2,244,6.5,1779,47.5,43,1.1,13,0.3,15,0.4,907,24.2,1992,53.2,3,0.1,15,0.4,1188,31.7,0,0,1705,45.5,390,10.4,2572,68.7,133,3.6,1709,45.6,892,23.8,244,6.5,395,10.5
"'126902",289,17.5,1654,1229,9.6,12795,173,1.4,1640,10026,16.4,940,7.3,1081,8.4,201,1.5,953,7.4,5297,41.4,6244,48.8,42,0.3,851,6.7,3571,27.9,154,1.2,47,0.4,44,0.3,1007,7.9,6551,51.2,0,0,1643,12.8,7498,58.6,30,0.2,4790,37.4,1620,12.7,4904,38.3,611,4.8,7285,56.9,941,7.3,851,6.6,1670,13
"'126903",169,18.6,907,567,7.9,7207,29,0.4,900,5590,16.1,1774,24.6,289,4,203,2.7,492,6.8,5146,71.4,3556,49.3,12,0.2,521,7.2,3126,43.4,232,3.2,70,1,42,0.6,1662,23.1,3651,50.7,5,0.1,170,2.4,2061,28.6,149,2.1,3978,55.2,891,12.4,5217,72.4,302,4.2,3270,45.4,1776,24.5,523,7.2,925,12.8
"'126904",17,10.1,168,107,7.6,1400,5,0.4,105,1061,9.9,80,5.7,24,1.7,8,0.6,81,5.8,545,38.9,631,45.1,9,0.6,90,6.4,270,19.3,3,0.2,0,0,11,0.8,84,6,769,54.9,0,0,13,0.9,855,61.1,2,0.1,378,27,193,13.8,959,68.5,41,2.9,1047,74.8,80,5.7,90,6.4,196,14
"'126905",117,16.4,715,554,9.4,5879,45,0.8,617,4119,15,806,13.7,140,2.4,131,2.1,459,7.8,2996,51,2812,47.8,11,0.2,150,2.6,2038,34.7,29,0.5,7,0.1,30,0.5,807,13.7,3067,52.2,3,0.1,401,6.8,2883,49,11,0.2,2722,46.3,762,13,2121,36.1,125,2.1,3490,59.4,806,13.7,150,2.5,775,13.2
"'126906",22,16.1,137,67,6.4,1043,7,0.7,108,719,15,220,21.1,35,3.4,17,1.5,62,5.9,702,67.3,519,49.8,3,0.3,67,6.4,393,37.7,3,0.3,16,1.5,3,0.3,223,21.4,524,50.2,0,0,36,3.5,341,32.7,161,15.4,554,53.1,136,13,1043,100,43,4.1,401,38.4,220,20.9,67,6.4,145,13.8
"'126907",22,18.2,121,98,10.4,944,0,0,67,717,9.3,41,4.3,6,0.6,8,0.9,81,8.6,545,57.7,448,47.5,3,0.3,75,7.9,174,18.4,11,1.2,3,0.3,2,0.2,42,4.4,496,52.5,0,0,41,4.3,399,42.3,1,0.1,341,36.1,116,12.3,943,99.9,33,3.5,728,77.1,41,4.3,75,7.9,117,12.4
"'126908",39,14.6,267,138,6,2310,21,0.9,237,1661,14.3,671,29,102,4.4,65,2.6,83,3.6,1820,78.8,1099,47.6,4,0.2,123,5.3,1459,63.2,3,0.1,1,0,9,0.4,683,29.6,1211,52.4,0,0,14,0.6,490,21.2,5,0.2,1003,43.4,254,11,2310,100,44,1.9,670,29,671,28.9,123,5.3,254,11
"'126911",62,16.4,379,342,12.2,2802,3,0.1,478,1101,43.4,346,12.3,52,1.9,51,1.8,295,10.5,1284,45.8,1359,48.5,11,0.4,196,7,907,32.4,22,0.8,12,0.4,7,0.2,359,12.8,1443,51.5,6,0.2,276,9.9,1518,54.2,3,0.1,1486,53,388,13.8,2802,100,68,2.4,1762,62.9,346,12.3,196,7,397,14.1
"'127901",18,16.7,108,37,4.9,752,4,0.5,78,608,12.8,20,2.7,10,1.3,4,0.5,55,7.3,468,62.2,351,46.7,8,1.1,56,7.4,366,48.7,100,13.3,1,0.1,1,0.1,20,2.7,401,53.3,0,0,19,2.5,284,37.8,3,0.4,451,60,106,14.1,752,100,22,2.9,346,46,20,2.7,56,7.4,106,14.1
"'127903",16,25.4,63,14,3.5,404,2,0.5,71,373,19,21,5.2,20,5,4,0.8,17,4.2,290,71.8,204,50.5,0,0,6,1.5,169,41.8,51,12.6,0,0,0,0,22,5.4,200,49.5,3,0.7,4,1,114,28.2,0,0,173,42.8,60,14.9,404,100,22,5.4,191,47.3,21,5,6,1.4,61,14.6
"'127904",22,14.9,148,48,5.9,815,2,0.2,76,624,12.2,4,0.5,2,0.2,6,0.7,60,7.4,430,52.8,387,47.5,2,0.2,82,10.1,171,21,39,4.8,0,0,2,0.2,4,0.5,428,52.5,0,0,99,12.1,385,47.2,1,0.1,451,55.3,142,17.4,815,100,20,2.5,617,75.7,4,0.5,82,10,146,17.8
"'127905",4,16.7,24,17,16.8,101,0,0,29,86,33.7,1,1,0,0,0,0,10,9.9,80,79.2,41,40.6,0,0,1,1,28,27.7,2,2,0,0,0,0,1,1,60,59.4,0,0,2,2,21,20.8,0,0,37,36.6,23,22.8,78,77.2,2,2,71,70.3,1,1,1,1,23,22.8
"'127906",17,18.5,92,85,14.1,604,4,0.7,57,495,11.5,28,4.6,30,5,1,0.1,71,11.8,381,63.1,289,47.8,2,0.3,14,2.3,313,51.8,5,0.8,6,1,2,0.3,28,4.6,315,52.2,0,0,4,0.7,223,36.9,0,0,305,50.5,87,14.4,413,68.4,23,3.8,232,38.4,28,4.6,14,2.3,87,14.4
"'128901",16,10.5,152,436,9,4827,57,1.2,68,763,8.9,243,5,866,17.9,14,1.2,239,5,2921,60.5,2653,55,2,0,151,3.1,2534,52.5,49,1,5,0.1,28,0.6,248,5.1,2174,45,0,0,32,0.7,1906,39.5,10,0.2,2088,43.3,452,9.4,729,15.1,172,3.6,1160,24,243,5,151,3.1,460,9.5
"'128902",30,25.6,117,57,7.8,727,5,0.7,105,585,17.9,49,6.7,11,1.5,9,1.1,50,6.9,606,83.4,360,49.5,0,0,31,4.3,636,87.5,0,0,1,0.1,0,0,49,6.7,367,50.5,0,0,17,2.3,121,16.6,0,0,329,45.3,122,16.8,721,99.2,10,1.4,65,8.9,49,6.7,31,4.3,124,17
"'128903",14,33.3,42,9,4.3,208,0,0,47,188,25,2,1,1,0.5,10,4,10,4.8,179,86.1,97,46.6,1,0.5,11,5.3,187,89.9,1,0.5,0,0,0,0,2,1,111,53.4,0,0,2,1,29,13.9,0,0,155,74.5,31,14.9,208,100,1,0.5,19,9.1,2,1,11,5.3,31,14.9
"'128904",1,2.5,40,26,5.9,438,0,0,12,359,3.3,8,1.8,0,0,2,0.5,17,3.9,84,19.2,200,45.7,0,0,31,7.1,91,20.8,1,0.2,0,0,0,0,9,2.1,238,54.3,0,0,2,0.5,354,80.8,0,0,64,14.6,50,11.4,64,14.6,7,1.6,340,77.6,8,1.8,31,7,54,12.2
"'129901",143,18.1,792,508,8.5,5975,35,0.6,820,4198,19.5,1011,16.9,1499,25.1,200,3.3,346,5.8,3702,62,2849,47.7,23,0.4,435,7.3,2386,39.9,12,0.2,25,0.4,23,0.4,1092,18.3,3126,52.3,0,0,200,3.3,2273,38,6,0.1,3023,50.6,866,14.5,3291,55.1,177,3,1849,30.9,1015,16.9,440,7.3,891,14.8
"'129902",375,18.7,2001,1398,8.6,16180,385,2.4,2276,10126,22.5,2172,13.4,5872,36.3,291,1.8,1181,7.3,6978,43.1,7956,49.2,60,0.4,1046,6.5,4625,28.6,43,0.3,113,0.7,49,0.3,2064,12.8,8224,50.8,0,0,146,0.9,9202,56.9,35,0.2,8136,50.3,2104,13,7923,49,631,3.9,4583,28.3,2172,13.4,1046,6.5,2135,13.2
"'129903",72,13.5,532,353,8.2,4318,12,0.3,323,2965,10.9,1093,25.3,194,4.5,116,2.6,274,6.3,3096,71.7,2088,48.4,23,0.5,293,6.8,2403,55.7,18,0.4,27,0.6,18,0.4,1122,26,2230,51.6,0,0,46,1.1,1222,28.3,6,0.1,1988,46,525,12.2,1999,46.3,120,2.8,1565,36.2,1094,25.3,293,6.8,538,12.4
"'129904",49,17,289,199,10.9,1834,8,0.4,206,1234,16.7,317,17.3,32,1.7,65,3.3,120,6.5,1322,72.1,843,46,4,0.2,80,4.4,722,39.4,24,1.3,8,0.4,3,0.2,333,18.2,991,54,1,0.1,10,0.5,512,27.9,0,0,969,52.8,299,16.3,1834,100,73,4,996,54.3,317,17.3,80,4.4,299,16.3
"'129905",104,18,577,410,10.5,3899,34,0.9,397,2577,15.4,298,7.6,59,1.5,170,4.2,273,7,2547,65.3,1889,48.4,28,0.7,262,6.7,964,24.7,14,0.4,3,0.1,20,0.5,326,8.4,2010,51.6,0,0,127,3.3,1352,34.7,1,0,1890,48.5,562,14.4,3899,100,162,4.2,2659,68.2,298,7.6,262,6.7,565,14.5
"'129906",213,30.4,701,349,6.7,5203,18,0.3,599,3713,16.1,1276,24.5,977,18.8,154,2.7,265,5.1,3294,63.3,2569,49.4,11,0.2,321,6.2,2809,54,60,1.2,8,0.2,9,0.2,1352,26,2634,50.6,0,0,5,0.1,1909,36.7,3,0.1,3449,66.3,607,11.7,4823,92.7,273,5.2,1114,21.4,1276,24.5,321,6.2,612,11.8
"'129910",18,11.3,160,113,10.6,1064,0,0,112,852,13.1,111,10.4,27,2.5,12,1,75,7,534,50.2,525,49.3,2,0.2,83,7.8,291,27.3,7,0.7,1,0.1,1,0.1,126,11.8,539,50.7,0,0,2,0.2,530,49.8,2,0.2,426,40,161,15.1,291,27.3,18,1.7,725,68.1,111,10.4,83,7.8,163,15.3
"'130801",59,77.6,76,12,17.6,68,0,0,53,73,72.6,1,1.5,6,8.8,0,0,0,0,60,88.2,32,47.1,40,58.8,0,0,20,29.4,0,0,0,0,0,0,1,1.5,36,52.9,0,0,0,0,8,11.8,0,0,46,67.6,35,51.5,68,100,2,2.9,40,58.8,1,1.5,0,0,35,51.5
"'130901",148,10.8,1367,1150,10.7,10707,251,2.3,793,8013,9.9,874,8.2,128,1.2,113,1,795,7.4,2066,19.3,5244,49,21,0.2,1057,9.9,3547,33.1,32,0.3,114,1.1,26,0.2,734,6.9,5463,51,6,0.1,559,5.2,8641,80.7,15,0.1,3048,28.5,1511,14.1,331,3.1,309,2.9,6431,60.1,875,8.1,1057,9.8,1560,14.5
"'130902",20,11.3,177,91,8.2,1104,5,0.5,66,834,7.9,157,14.2,3,0.3,14,1.2,51,4.6,613,55.5,552,50,0,0,69,6.3,647,58.6,12,1.1,2,0.2,1,0.1,182,16.5,552,50,4,0.4,5,0.5,491,44.5,2,0.2,637,57.7,175,15.9,1104,100,11,1,435,39.4,157,14.2,69,6.3,175,15.9
"'131001",0,0,15,11,11.2,98,0,0,10,89,11.2,4,4.1,2,2,0,0,14,14.3,40,40.8,52,53.1,0,0,15,15.3,66,67.3,0,0,1,1,0,0,4,4.1,46,46.9,1,1,17,17.3,58,59.2,0,0,31,31.6,16,16.3,0,0,0,0,30,30.6,4,4.1,15,15.3,16,16.3
"'132902",4,17.4,23,19,10.9,174,0,0,17,160,10.6,0,0,0,0,0,0,9,5.2,74,42.5,74,42.5,3,1.7,15,8.6,37,21.3,0,0,0,0,0,0,0,0,100,57.5,0,0,0,0,100,57.5,0,0,55,31.6,19,10.9,174,100,4,2.3,133,76.4,0,0,15,8.6,20,11.4
"'133901",9,9.1,99,42,7.7,549,2,0.4,58,410,14.1,130,23.7,2,0.4,18,3.1,38,6.9,393,71.6,265,48.3,2,0.4,30,5.5,348,63.4,8,1.5,14,2.6,1,0.2,131,23.9,284,51.7,0,0,14,2.6,156,28.4,0,0,360,65.6,106,19.3,549,100,8,1.5,188,34.2,130,23.7,30,5.5,106,19.3
"'133902",1,4.2,24,21,10.4,202,0,0,32,194,16.5,23,11.4,1,0.5,0,0,16,7.9,96,47.5,94,46.5,0,0,20,9.9,71,35.1,0,0,3,1.5,1,0.5,23,11.4,108,53.5,2,1,0,0,106,52.5,1,0.5,47,23.3,23,11.4,202,100,3,1.5,125,61.9,23,11.4,20,9.9,23,11.4
"'133903",101,15.5,650,593,12.2,4874,64,1.3,519,3674,14.1,429,8.8,79,1.6,120,2.3,333,6.8,2771,56.9,2379,48.8,25,0.5,402,8.2,2206,45.3,43,0.9,32,0.7,18,0.4,433,8.9,2495,51.2,3,0.1,31,0.6,2103,43.1,2,0,2244,46,627,12.9,3375,69.2,104,2.1,2401,49.3,429,8.8,402,8.2,631,12.9
"'133904",30,16.1,186,114,9.2,1240,8,0.6,116,937,12.4,212,17.1,5,0.4,19,1.5,85,6.9,864,69.7,612,49.4,9,0.7,108,8.7,560,45.2,8,0.6,19,1.5,1,0.1,220,17.7,628,50.6,7,0.6,7,0.6,376,30.3,0,0,539,43.5,190,15.3,571,46,26,2.1,640,51.6,212,17.1,108,8.7,190,15.3
"'133905",0,0,8,1,2.7,37,0,0,2,29,6.9,2,5.4,0,0,0,0,2,5.4,20,54.1,20,54.1,0,0,0,0,11,29.7,0,0,0,0,0,0,2,5.4,17,45.9,0,0,0,0,17,45.9,0,0,7,18.9,8,21.6,0,0,0,0,26,70.3,2,5.4,0,0,8,21.6
"'134901",9,10.7,84,53,8.6,619,2,0.3,39,505,7.7,32,5.2,3,0.5,24,3.5,36,5.8,395,63.8,311,50.2,0,0,62,10,230,37.2,0,0,0,0,0,0,32,5.2,308,49.8,5,0.8,1,0.2,224,36.2,0,0,324,52.3,90,14.5,619,100,12,1.9,372,60.1,32,5.2,62,10,90,14.5
"'135001",0,0,9,12,10.5,114,0,0,23,126,18.3,4,3.5,0,0,0,0,11,9.6,18,15.8,55,48.2,0,0,1,0.9,6,5.3,0,0,0,0,0,0,4,3.5,59,51.8,0,0,13,11.4,96,84.2,0,0,39,34.2,10,8.8,0,0,0,0,108,94.7,4,3.4,1,0.8,10,8.4
"'136901",2,2.4,85,61,11.1,548,0,0,35,418,8.4,17,3.1,1,0.2,16,2.9,43,7.8,355,64.8,263,48,2,0.4,29,5.3,403,73.5,1,0.2,4,0.7,2,0.4,18,3.3,285,52,11,2,16,2.9,193,35.2,0,0,199,36.3,94,17.2,355,64.8,5,0.9,137,25,17,3.1,29,5.3,98,17.8
"'137901",70,15.5,452,127,4.7,2685,21,0.8,474,2245,21.1,90,3.4,81,3,50,1.6,67,2.5,2220,82.7,1279,47.6,3,0.1,68,2.5,2291,85.3,7,0.3,9,0.3,0,0,102,3.8,1406,52.4,4,0.1,44,1.6,465,17.3,3,0.1,1547,57.6,439,16.4,2587,96.4,31,1.2,258,9.6,90,3.3,68,2.5,447,16.6
"'137902",11,13.8,80,47,7.2,653,4,0.6,46,510,9,16,2.5,6,0.9,8,1.2,21,3.2,337,51.6,319,48.9,2,0.3,38,5.8,560,85.8,8,1.2,0,0,0,0,16,2.5,334,51.1,0,0,43,6.6,316,48.4,0,0,248,38,87,13.3,653,100,2,0.3,81,12.4,16,2.4,38,5.8,89,13.6
"'137903",7,18.9,37,34,7.1,478,2,0.4,63,347,18.2,13,2.7,1,0.2,7,1.3,21,4.4,243,50.8,235,49.2,1,0.2,11,2.3,344,72,1,0.2,1,0.2,0,0,13,2.7,243,50.8,3,0.6,39,8.2,235,49.2,0,0,207,43.3,42,8.8,477,99.8,9,1.9,122,25.5,13,2.7,11,2.3,42,8.8
"'137904",6,11.5,52,67,8.1,823,13,1.6,57,653,8.7,9,1.1,6,0.7,5,0.6,42,5.1,369,44.8,410,49.8,0,0,135,16.4,639,77.6,0,0,0,0,3,0.4,11,1.3,413,50.2,1,0.1,26,3.2,454,55.2,0,0,182,22.1,63,7.7,823,100,4,0.5,158,19.2,9,1.1,135,16.4,63,7.7
"'138902",3,7,43,24,11.5,209,1,0.5,40,216,18.5,14,6.7,4,1.9,0,0,28,13.4,137,65.6,111,53.1,0,0,0,0,124,59.3,6,2.9,2,1,0,0,14,6.7,98,46.9,0,0,7,3.3,72,34.4,0,0,78,37.3,43,20.6,209,100,3,1.4,77,36.8,14,6.7,0,0,43,20.6
"'138903",7,14,50,66,16.9,391,3,0.8,41,362,11.3,20,5.1,15,3.8,0,0,25,6.4,242,61.9,189,48.3,0,0,14,3.6,221,56.5,1,0.3,5,1.3,0,0,20,5.1,202,51.7,0,0,3,0.8,149,38.1,0,0,145,37.1,65,16.6,391,100,11,2.8,141,36.1,20,4.9,14,3.4,65,15.9
"'138904",0,0,20,14,10.8,130,0,0,14,125,11.2,2,1.5,1,0.8,1,0.7,12,9.2,94,72.3,63,48.5,1,0.8,2,1.5,50,38.5,2,1.5,1,0.8,0,0,2,1.5,67,51.5,0,0,0,0,36,27.7,0,0,28,21.5,21,16.2,130,100,5,3.8,74,56.9,2,1.5,2,1.5,21,16.2
"'139905",14,9.1,154,245,20.8,1177,0,0,77,894,8.6,59,5,41,3.5,8,0.7,185,15.7,511,43.4,589,50,3,0.3,53,4.5,120,10.2,18,1.5,0,0,13,1.1,65,5.5,588,50,6,0.5,89,7.6,666,56.6,0,0,399,33.9,157,13.3,1177,100,46,3.9,957,81.3,59,5,53,4.5,158,13.4
"'139909",117,21.2,553,495,12.8,3854,29,0.8,405,2580,15.7,462,12,1183,30.7,114,2.8,239,6.2,3026,78.5,1863,48.3,15,0.4,455,11.8,980,25.4,25,0.6,21,0.5,30,0.8,500,13,1991,51.7,1,0,25,0.6,828,21.5,13,0.3,2212,57.4,503,13.1,2668,69.2,396,10.3,1223,31.7,462,12,455,11.8,504,13.1
"'139911",80,19.5,411,352,14.4,2448,27,1.1,262,1646,15.9,90,3.7,95,3.9,73,2.8,210,8.6,1406,57.4,1212,49.5,5,0.2,169,6.9,304,12.4,36,1.5,4,0.2,45,1.8,95,3.9,1236,50.5,1,0,15,0.6,1042,42.6,3,0.1,1189,48.6,392,16,1193,48.7,193,7.9,1781,72.8,90,3.7,169,6.9,394,16.1
"'139912",14,12.1,116,145,13.2,1099,0,0,99,869,11.4,39,3.5,12,1.1,18,1.5,113,10.3,592,53.9,550,50,0,0,61,5.6,116,10.6,0,0,0,0,9,0.8,40,3.6,549,50,0,0,28,2.5,507,46.1,0,0,333,30.3,118,10.7,559,50.9,36,3.3,926,84.3,39,3.5,61,5.6,118,10.7
"'140901",1,7.7,13,3,2.5,118,0,0,23,118,19.5,69,58.5,4,3.4,0,0,3,2.5,102,86.4,54,45.8,0,0,4,3.4,104,88.1,0,0,5,4.2,0,0,69,58.5,64,54.2,3,2.5,2,1.7,16,13.6,0,0,90,76.3,15,12.7,118,100,2,1.7,8,6.8,69,57.5,4,3.3,17,14.2
"'140904",27,16.4,165,76,6.3,1200,4,0.3,101,898,11.2,109,9.1,34,2.8,33,2.5,72,6,881,73.4,595,49.6,2,0.2,67,5.6,918,76.5,8,0.7,4,0.3,2,0.2,113,9.4,605,50.4,62,5.2,26,2.2,319,26.6,0,0,662,55.2,160,13.3,1200,100,11,0.9,231,19.3,109,9.1,67,5.6,163,13.5
